,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.0,0.49770081399788646,0.23148805161293667,0.5350449371791031,0.36412298537269133,0.29209231218298215,0.34055496982383626,0.32481808296020387,0.45869205351060666,0.35196460610783903,0.5896640779988725,0.31887083596768606,0.39484585607588835,0.3945092853417811,0.42308417306813473,0.3942821207966729,0.2896705077275186,0.29810227243026677,0.29379656828173817,0.4491798351901425,0.4711283943369139,0.5984910586091007,0.45735603077946385,0.2232235822574338,0.4934424327961954,0.4565406504653345,0.41955070237045305,0.39781717552604795,0.371366978310502,0.5196319487960315,0.48130187388789275,0.375864152289959,0.3997468141342572
1,0.49770081399788646,0.0,0.35587579636293365,0.7149992177043478,0.5910678540856246,0.6344272296200102,0.5141215345436632,0.624306563125715,0.5983110190068683,0.4080493002503994,0.40402665176524855,0.48489762583169765,0.7533035520974704,0.7680690315251828,0.7099594768692132,0.6386701305119713,0.601361288036651,0.6149445038096322,0.42003602808084983,0.7525974339694589,0.4876390806827263,0.9602837173566169,0.3824163553864386,0.5167189145120415,0.3935303897560382,0.5707717640014541,0.33672982129026435,0.6150717303551809,0.4997014100258118,0.4626687290759314,0.564930539130227,0.5291448151294611,0.4417437424087981
2,0.23148805161293667,0.35587579636293365,0.0,0.6265404078204797,0.47715379889320825,0.47294974277845353,0.39441330742145486,0.41937509085681784,0.43380914765342626,0.3419049608344564,0.4964146162636422,0.3305119568832333,0.3965399779718793,0.47713587053449763,0.5259048583044049,0.46786485704005965,0.36980382703497133,0.24051836429143275,0.3469429016335759,0.5191288747305256,0.4952416767954693,0.6985475365391111,0.33606200792865465,0.3195417453912418,0.31505130354648136,0.45353217827182285,0.3457059528847053,0.43926926889953216,0.41484008012032303,0.4811923956974531,0.5071252985629736,0.4734658131039886,0.35480319090224355
3,0.5350449371791031,0.7149992177043478,0.6265404078204797,0.0,0.5952772383069841,0.41988090097706676,0.4225155416909582,0.4717513148003065,0.3484085629585277,0.5486966263220995,0.7139161720347701,0.4857849355849912,0.4152278798794206,0.4008257197210002,0.3590773764201474,0.3729469779231343,0.5676143568280514,0.4570761611798329,0.6313459999707675,0.5285711796521625,0.5663627197852975,0.3454669081018973,0.5823228471155251,0.5389217827470292,0.5673241190209733,0.511178835666144,0.49897412347426245,0.41914364222599365,0.5048134043065934,0.32641507491281885,0.4420061156583621,0.6088705342816499,0.7589262885971823
4,0.36412298537269133,0.5910678540856246,0.47715379889320825,0.5952772383069841,0.0,0.4082807848819439,0.3897772426630712,0.554591096258654,0.570667109907535,0.357939249648507,0.5146602493222684,0.4347889072564564,0.5417507913498333,0.5670334132045314,0.6018492778003502,0.557687950220508,0.3518517438496909,0.4991373507401136,0.3852658483990948,0.5625349431991435,0.370401042984068,0.778031726858791,0.49110843409754945,0.3888462640360508,0.5787605758416015,0.5867800242947261,0.5175075822917065,0.45225552072845876,0.5304883620111471,0.5298696176313096,0.46320971189991567,0.320091044381616,0.34414643768192515
5,0.29209231218298215,0.6344272296200102,0.47294974277845353,0.41988090097706676,0.4082807848819439,0.0,0.34504559167219817,0.2898360390394691,0.3375660820221691,0.39231126136371736,0.6458658104831362,0.27509950419087986,0.3373167050326343,0.3499639740791934,0.44780345565154067,0.4131509983251745,0.3832928289229211,0.339744125600465,0.37705019602032197,0.39990917738282106,0.43611182572540913,0.546666617705687,0.4862313805174614,0.33886711205317793,0.5001450109013781,0.47444002859609213,0.4095895190670975,0.3043223328812363,0.37040421104745463,0.4570633449234052,0.4662702411349846,0.3867246335864688,0.4882795694976265
6,0.34055496982383626,0.5141215345436632,0.39441330742145486,0.4225155416909582,0.3897772426630712,0.34504559167219817,0.0,0.342609782936537,0.2971632116415385,0.39015705026226166,0.4140590444933622,0.31072063289842305,0.4109283498544239,0.3747278255543337,0.45892674220625806,0.3534456397403599,0.3102843041683578,0.3822227435126522,0.44683608029629457,0.41099779524388724,0.4750990217812278,0.5583390232471771,0.38813643783384816,0.2617991100765944,0.3807616182784585,0.4159769468667529,0.3389252532164664,0.3097264370065516,0.45429208147596617,0.3671602221417246,0.5582047765611694,0.4365367422271385,0.5856921185279075
7,0.32481808296020387,0.624306563125715,0.41937509085681784,0.4717513148003065,0.554591096258654,0.2898360390394691,0.342609782936537,0.0,0.34110984892585733,0.488392359754334,0.6040986388055652,0.4043038213108568,0.31168646022269614,0.3227249650811013,0.3960927410235624,0.2949915941918166,0.3393811303376558,0.3190744200409962,0.36494574583448264,0.43736468679265333,0.5256805018154803,0.516078857705785,0.4909112941531734,0.32476357786966603,0.4524986695933812,0.404083136895403,0.4175427261948657,0.34942817535893256,0.34885885996807026,0.39823712392837557,0.44135450262088843,0.6093103910823048,0.6013094469994156
8,0.45869205351060666,0.5983110190068683,0.43380914765342626,0.3484085629585277,0.570667109907535,0.3375660820221691,0.2971632116415385,0.34110984892585733,0.0,0.4609692430726154,0.5917535598052246,0.32082311902896554,0.3014329150697647,0.33021084685862395,0.3840347677676335,0.36422281537008994,0.46008513738342877,0.29660217641634573,0.5407463352526757,0.46784073655745706,0.5879589398824692,0.5096980540386652,0.4697601509611004,0.3967929550334443,0.44419434744050357,0.4391835151837718,0.3465572619176964,0.2691473250996806,0.40983471997307724,0.26239661403145353,0.4672472286825515,0.6037588280066307,0.68354294032715
9,0.35196460610783903,0.4080493002503994,0.3419049608344564,0.5486966263220995,0.357939249648507,0.39231126136371736,0.39015705026226166,0.488392359754334,0.4609692430726154,0.0,0.5506112886306629,0.3548723482859445,0.48141218009489933,0.49934435488185247,0.5805221270867188,0.5576182888267228,0.41021704762268885,0.37653466570559146,0.4265688627898067,0.5014561931355123,0.46091466598063696,0.7505068001400572,0.25054960499649676,0.4359622427325526,0.40000720734420453,0.6445293197426294,0.33317838623315177,0.3940205395629556,0.39426354442499684,0.447733974261357,0.4209299979673993,0.2598438389555298,0.3931054732543089
