,filename,cropped_file_name,is_animal_there,color,tail,top3_breed,is_the_owner_there,address,cam_id,date
0,С46.jpg,test0.jpg,1,0,0,"Great_Pyrenees,pug,Pomeranian",False,,,
1,А61.jpg,test1.jpg,1,0,2,"Siberian_husky,malamute,bluetick",True,Площадка перед подъездом №4,PVN_hd ZAO_9544_4,28 сент. 2021. 07:45:09
2,С69.jpg,,0,,,,,,,
3,B31.jpg,,0,,,,,,,
4,С93.jpg,,0,,,,,,,
5,А42.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:03:00"
6,А75.jpg,test6.jpg,1,0,0,"Staffordshire_bullterrier,kelpie,Lakeland_terrier",True,Площадка перед подъездом №1,PVN_hd_UAO_2409_1,"27 сент. 2021, 07:08:40"
7,С86.jpg,,0,,,,,,,
8,С49.jpg,,0,,,,,,,
9,B35.jpg,test9.jpg,1,0,0,"toy_terrier,kelpie,Doberman",True,Площадка перед подъездом №4,PVN_hd_ SVAO_3498_4,"28 сент. 2021, 07:16:11"
10,С45.jpg,,0,,,,,,,
11,С28.jpg,,0,,,,,,,
12,С99.jpg,,0,,,,,,,
13,С97.jpg,,0,,,,,,,
14,А29.jpg,test14.jpg,1,0,0,"cairn,Lakeland_terrier,soft-coated_wheaten_terrier",True,,,
15,С51.jpg,test15.jpg,1,0,2,"Weimaraner,bluetick,malamute",True,Площадка перед подъездом №3,marenic UAO 7270_3,"04 okt. 2021, 06:54:26"
16,А84.jpg,test16.jpg,1,0,2,"Labrador_retriever,Brittany_spaniel,golden_retriever",True,,,
17,А35.jpg,test17.jpg,1,0,2,"standard_poodle,borzoi,Newfoundland",True,Площадка перед подъездом №1,PVN_hd_SZAO_5745_1,"28 сент. 2021, 07:45:37"
18,B68.jpg,test18.jpg,1,0,0,"Brittany_spaniel,basset,Blenheim_spaniel",True,,PVN_hd_TSAO_5300_3,
19,С66.jpg,,0,,,,,,,
20,А69.jpg,test20.jpg,1,0,2,"Great_Pyrenees,borzoi,Labrador_retriever",True,,,
21,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
22,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
23,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
24,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
25,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
26,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
27,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
28,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
29,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
30,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
31,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
32,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
33,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
34,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
35,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
36,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
37,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
38,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
39,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
40,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
41,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
42,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
43,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
44,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
45,А47.jpg,,0,,,,,Площадка перед подъездом №2,PVN_hd_TSAO_4915_2,"28 сент. 2021, 07:13:26"
